index;GROUP;CODE;NAME;YEAR;DISEASE;DENOMINATOR;INCIDENCE_RATE
46308;WHO Regions;amr;Region of the Americas;2009;PERTUSSIS;per 1,000,000 total population;8,0
46309;WHO Regions;amr;Region of the Americas;2009;YFEVER;per 1,000,000 total population;0,1
46310;WHO Regions;amr;Region of the Americas;2009;MEASLES;per 1,000,000 total population;0,1
46311;WHO Regions;amr;Region of the Americas;2009;TTETANUS;per 1,000,000 total population;0,6
46312;WHO Regions;amr;Region of the Americas;2009;CRS;per 10,000 live births;0,0
46313;WHO Regions;amr;Region of the Americas;2009;RUBELLA;per 1,000,000 total population;0,0
46839;WHO Regions;emr;Eastern Mediterranean Region;2009;MEASLES;per 1,000,000 total population;64,3
46840;WHO Regions;emr;Eastern Mediterranean Region;2009;CRS;per 10,000 live births;0,2
46841;WHO Regions;emr;Eastern Mediterranean Region;2009;POLIO;per 1,000,000 <15 population;0,9
46842;WHO Regions;emr;Eastern Mediterranean Region;2009;NTETANUS;per 1000 live births;0,1
46843;WHO Regions;emr;Eastern Mediterranean Region;2009;MUMPS;per 1,000,000 total population;48,6
46844;WHO Regions;emr;Eastern Mediterranean Region;2009;PERTUSSIS;per 1,000,000 total population;17,2
46845;WHO Regions;emr;Eastern Mediterranean Region;2009;JAPENC;per 1,000,000 total population;0,0
46846;WHO Regions;emr;Eastern Mediterranean Region;2009;RUBELLA;per 1,000,000 total population;5,8
46847;WHO Regions;emr;Eastern Mediterranean Region;2009;TTETANUS;per 1,000,000 total population;2,1
46848;WHO Regions;emr;Eastern Mediterranean Region;2009;DIPHTHERIA;per 1,000,000 total population;0,2
46849;WHO Regions;emr;Eastern Mediterranean Region;2009;YFEVER;per 1,000,000 total population;0,0
46894;WHO Regions;eur;European Region;2009;PERTUSSIS;per 1,000,000 total population;42,3
46895;WHO Regions;eur;European Region;2009;YFEVER;per 1,000,000 total population;0,0
46896;WHO Regions;eur;European Region;2009;NTETANUS;per 1000 live births;0,0
46897;WHO Regions;eur;European Region;2009;TTETANUS;per 1,000,000 total population;0,2
46898;WHO Regions;eur;European Region;2009;MUMPS;per 1,000,000 total population;59,7
46899;WHO Regions;eur;European Region;2009;RUBELLA;per 1,000,000 total population;17,2
46900;WHO Regions;eur;European Region;2009;CRS;per 10,000 live births;0,0
46901;WHO Regions;eur;European Region;2009;JAPENC;per 1,000,000 total population;0,0
46902;WHO Regions;eur;European Region;2009;POLIO;per 1,000,000 <15 population;0,0
46903;WHO Regions;eur;European Region;2009;DIPHTHERIA;per 1,000,000 total population;0,0
46904;WHO Regions;eur;European Region;2009;MEASLES;per 1,000,000 total population;9,0
47914;WHO Regions;sear;South-East Asia Region;2009;DIPHTHERIA;per 1,000,000 total population;2,3
47915;WHO Regions;sear;South-East Asia Region;2009;POLIO;per 1,000,000 <15 population;1,4
47916;WHO Regions;sear;South-East Asia Region;2009;JAPENC;per 1,000,000 total population;0,6
47917;WHO Regions;sear;South-East Asia Region;2009;RUBELLA;per 1,000,000 total population;29,9
47918;WHO Regions;sear;South-East Asia Region;2009;PERTUSSIS;per 1,000,000 total population;35,6
47919;WHO Regions;sear;South-East Asia Region;2009;MEASLES;per 1,000,000 total population;47,0
47920;WHO Regions;sear;South-East Asia Region;2009;TTETANUS;per 1,000,000 total population;2,1
47921;WHO Regions;sear;South-East Asia Region;2009;YFEVER;per 1,000,000 total population;0,0
47922;WHO Regions;sear;South-East Asia Region;2009;CRS;per 10,000 live births;0,1
47923;WHO Regions;sear;South-East Asia Region;2009;NTETANUS;per 1000 live births;0,0
47924;WHO Regions;sear;South-East Asia Region;2009;MUMPS;per 1,000,000 total population;350,8
48315;WHO Regions;wpr;Western Pacific Region;2009;MEASLES;per 1,000,000 total population;36,8
48316;WHO Regions;wpr;Western Pacific Region;2009;JAPENC;per 1,000,000 total population;2,3
48317;WHO Regions;wpr;Western Pacific Region;2009;DIPHTHERIA;per 1,000,000 total population;0,1
48318;WHO Regions;wpr;Western Pacific Region;2009;PERTUSSIS;per 1,000,000 total population;22,5
48319;WHO Regions;wpr;Western Pacific Region;2009;YFEVER;per 1,000,000 total population;0,0
48320;WHO Regions;wpr;Western Pacific Region;2009;TTETANUS;per 1,000,000 total population;3,5
48321;WHO Regions;wpr;Western Pacific Region;2009;MUMPS;per 1,000,000 total population;262,3
48322;WHO Regions;wpr;Western Pacific Region;2009;POLIO;per 1,000,000 <15 population;0,0
48323;WHO Regions;wpr;Western Pacific Region;2009;RUBELLA;per 1,000,000 total population;41,0
48324;WHO Regions;wpr;Western Pacific Region;2009;CRS;per 10,000 live births;0,1
48325;WHO Regions;wpr;Western Pacific Region;2009;NTETANUS;per 1000 live births;0,1
48392;WHO Regions;afr;African Region;2010;YFEVER;per 1,000,000 total population;1,2
48393;WHO Regions;afr;African Region;2010;DIPHTHERIA;per 1,000,000 total population;0,2
48394;WHO Regions;afr;African Region;2010;TTETANUS;per 1,000,000 total population;5,9
48395;WHO Regions;afr;African Region;2010;CRS;per 10,000 live births;0,0
48396;WHO Regions;afr;African Region;2010;JAPENC;per 1,000,000 total population;0,0
48397;WHO Regions;afr;African Region;2010;MUMPS;per 1,000,000 total population;87,0
48398;WHO Regions;afr;African Region;2010;POLIO;per 1,000,000 <15 population;1,9
48399;WHO Regions;afr;African Region;2010;PERTUSSIS;per 1,000,000 total population;13,0
48400;WHO Regions;afr;African Region;2010;NTETANUS;per 1000 live births;0,1
48401;WHO Regions;afr;African Region;2010;MEASLES;per 1,000,000 total population;234,6
48402;WHO Regions;afr;African Region;2010;RUBELLA;per 1,000,000 total population;3,9
48425;WHO Regions;amr;Region of the Americas;2010;DIPHTHERIA;per 1,000,000 total population;0,1
48426;WHO Regions;amr;Region of the Americas;2010;POLIO;per 1,000,000 <15 population;0,0
48427;WHO Regions;amr;Region of the Americas;2010;YFEVER;per 1,000,000 total population;0,0
48428;WHO Regions;amr;Region of the Americas;2010;TTETANUS;per 1,000,000 total population;0,7
48429;WHO Regions;amr;Region of the Americas;2010;RUBELLA;per 1,000,000 total population;0,0
48430;WHO Regions;amr;Region of the Americas;2010;CRS;per 10,000 live births;0,0
48431;WHO Regions;amr;Region of the Americas;2010;MEASLES;per 1,000,000 total population;0,3
48432;WHO Regions;amr;Region of the Americas;2010;NTETANUS;per 1000 live births;0,0
48433;WHO Regions;amr;Region of the Americas;2010;MUMPS;per 1,000,000 total population;41,3
48434;WHO Regions;amr;Region of the Americas;2010;PERTUSSIS;per 1,000,000 total population;33,9
48968;WHO Regions;emr;Eastern Mediterranean Region;2010;MEASLES;per 1,000,000 total population;17,2
48969;WHO Regions;emr;Eastern Mediterranean Region;2010;JAPENC;per 1,000,000 total population;0,0
48970;WHO Regions;emr;Eastern Mediterranean Region;2010;PERTUSSIS;per 1,000,000 total population;10,7
48971;WHO Regions;emr;Eastern Mediterranean Region;2010;YFEVER;per 1,000,000 total population;0,0
48972;WHO Regions;emr;Eastern Mediterranean Region;2010;RUBELLA;per 1,000,000 total population;3,5
48973;WHO Regions;emr;Eastern Mediterranean Region;2010;POLIO;per 1,000,000 <15 population;0,8
48974;WHO Regions;emr;Eastern Mediterranean Region;2010;MUMPS;per 1,000,000 total population;36,0
48975;WHO Regions;emr;Eastern Mediterranean Region;2010;TTETANUS;per 1,000,000 total population;2,2
48976;WHO Regions;emr;Eastern Mediterranean Region;2010;NTETANUS;per 1000 live births;0,1
48977;WHO Regions;emr;Eastern Mediterranean Region;2010;CRS;per 10,000 live births;0,0
48978;WHO Regions;emr;Eastern Mediterranean Region;2010;DIPHTHERIA;per 1,000,000 total population;0,3
49023;WHO Regions;eur;European Region;2010;JAPENC;per 1,000,000 total population;0,0
49024;WHO Regions;eur;European Region;2010;TTETANUS;per 1,000,000 total population;0,3
49025;WHO Regions;eur;European Region;2010;MEASLES;per 1,000,000 total population;34,2
49026;WHO Regions;eur;European Region;2010;NTETANUS;per 1000 live births;0,0
49027;WHO Regions;eur;European Region;2010;YFEVER;per 1,000,000 total population;0,0
49028;WHO Regions;eur;European Region;2010;PERTUSSIS;per 1,000,000 total population;37,5
49029;WHO Regions;eur;European Region;2010;POLIO;per 1,000,000 <15 population;3,1
49030;WHO Regions;eur;European Region;2010;DIPHTHERIA;per 1,000,000 total population;0,0
49031;WHO Regions;eur;European Region;2010;CRS;per 10,000 live births;0,0
49032;WHO Regions;eur;European Region;2010;RUBELLA;per 1,000,000 total population;14,2
49033;WHO Regions;eur;European Region;2010;MUMPS;per 1,000,000 total population;35,4
50045;WHO Regions;sear;South-East Asia Region;2010;PERTUSSIS;per 1,000,000 total population;27,2
50046;WHO Regions;sear;South-East Asia Region;2010;POLIO;per 1,000,000 <15 population;0,1
50047;WHO Regions;sear;South-East Asia Region;2010;MUMPS;per 1,000,000 total population;326,4
50048;WHO Regions;sear;South-East Asia Region;2010;YFEVER;per 1,000,000 total population;0,0
50049;WHO Regions;sear;South-East Asia Region;2010;RUBELLA;per 1,000,000 total population;26,3
50050;WHO Regions;sear;South-East Asia Region;2010;MEASLES;per 1,000,000 total population;29,9
50051;WHO Regions;sear;South-East Asia Region;2010;DIPHTHERIA;per 1,000,000 total population;2,3
50052;WHO Regions;sear;South-East Asia Region;2010;JAPENC;per 1,000,000 total population;0,5
50053;WHO Regions;sear;South-East Asia Region;2010;NTETANUS;per 1000 live births;0,0
50054;WHO Regions;sear;South-East Asia Region;2010;CRS;per 10,000 live births;0,1
50055;WHO Regions;sear;South-East Asia Region;2010;TTETANUS;per 1,000,000 total population;1,9
50454;WHO Regions;wpr;Western Pacific Region;2010;JAPENC;per 1,000,000 total population;1,7
50455;WHO Regions;wpr;Western Pacific Region;2010;NTETANUS;per 1000 live births;0,1
50456;WHO Regions;wpr;Western Pacific Region;2010;MEASLES;per 1,000,000 total population;27,1
50457;WHO Regions;wpr;Western Pacific Region;2010;DIPHTHERIA;per 1,000,000 total population;0,1
50458;WHO Regions;wpr;Western Pacific Region;2010;TTETANUS;per 1,000,000 total population;3,5
50459;WHO Regions;wpr;Western Pacific Region;2010;POLIO;per 1,000,000 <15 population;0,0
50460;WHO Regions;wpr;Western Pacific Region;2010;RUBELLA;per 1,000,000 total population;26,6
50461;WHO Regions;wpr;Western Pacific Region;2010;YFEVER;per 1,000,000 total population;0,0
50462;WHO Regions;wpr;Western Pacific Region;2010;PERTUSSIS;per 1,000,000 total population;26,1
50463;WHO Regions;wpr;Western Pacific Region;2010;CRS;per 10,000 live births;0,0
50464;WHO Regions;wpr;Western Pacific Region;2010;MUMPS;per 1,000,000 total population;307,3
50531;WHO Regions;afr;African Region;2011;MEASLES;per 1,000,000 total population;221,8
50532;WHO Regions;afr;African Region;2011;RUBELLA;per 1,000,000 total population;19,1
50533;WHO Regions;afr;African Region;2011;CRS;per 10,000 live births;0,0
50534;WHO Regions;afr;African Region;2011;JAPENC;per 1,000,000 total population;0,0
50535;WHO Regions;afr;African Region;2011;NTETANUS;per 1000 live births;0,1
50536;WHO Regions;afr;African Region;2011;PERTUSSIS;per 1,000,000 total population;10,7
50537;WHO Regions;afr;African Region;2011;POLIO;per 1,000,000 <15 population;1,0
50538;WHO Regions;afr;African Region;2011;YFEVER;per 1,000,000 total population;3,8
50539;WHO Regions;afr;African Region;2011;DIPHTHERIA;per 1,000,000 total population;0,0
50540;WHO Regions;afr;African Region;2011;TTETANUS;per 1,000,000 total population;6,6
50541;WHO Regions;afr;African Region;2011;MUMPS;per 1,000,000 total population;35,2
50564;WHO Regions;amr;Region of the Americas;2011;MEASLES;per 1,000,000 total population;1,4
50565;WHO Regions;amr;Region of the Americas;2011;DIPHTHERIA;per 1,000,000 total population;0,0
50566;WHO Regions;amr;Region of the Americas;2011;PERTUSSIS;per 1,000,000 total population;31,7
50567;WHO Regions;amr;Region of the Americas;2011;MUMPS;per 1,000,000 total population;43,2
50568;WHO Regions;amr;Region of the Americas;2011;TTETANUS;per 1,000,000 total population;0,6
50569;WHO Regions;amr;Region of the Americas;2011;YFEVER;per 1,000,000 total population;0,0
50570;WHO Regions;amr;Region of the Americas;2011;POLIO;per 1,000,000 <15 population;0,0
50571;WHO Regions;amr;Region of the Americas;2011;RUBELLA;per 1,000,000 total population;0,0
50572;WHO Regions;amr;Region of the Americas;2011;CRS;per 10,000 live births;0,0
50573;WHO Regions;amr;Region of the Americas;2011;NTETANUS;per 1000 live births;0,0
51099;WHO Regions;emr;Eastern Mediterranean Region;2011;CRS;per 10,000 live births;0,0
51100;WHO Regions;emr;Eastern Mediterranean Region;2011;YFEVER;per 1,000,000 total population;0,0
51101;WHO Regions;emr;Eastern Mediterranean Region;2011;NTETANUS;per 1000 live births;0,1
51102;WHO Regions;emr;Eastern Mediterranean Region;2011;MUMPS;per 1,000,000 total population;31,6
51103;WHO Regions;emr;Eastern Mediterranean Region;2011;MEASLES;per 1,000,000 total population;58,6
51104;WHO Regions;emr;Eastern Mediterranean Region;2011;TTETANUS;per 1,000,000 total population;2,3
51105;WHO Regions;emr;Eastern Mediterranean Region;2011;JAPENC;per 1,000,000 total population;0,0
51106;WHO Regions;emr;Eastern Mediterranean Region;2011;POLIO;per 1,000,000 <15 population;1,4
51107;WHO Regions;emr;Eastern Mediterranean Region;2011;PERTUSSIS;per 1,000,000 total population;14,4
51108;WHO Regions;emr;Eastern Mediterranean Region;2011;RUBELLA;per 1,000,000 total population;5,0
51109;WHO Regions;emr;Eastern Mediterranean Region;2011;DIPHTHERIA;per 1,000,000 total population;0,6
51154;WHO Regions;eur;European Region;2011;CRS;per 10,000 live births;0,0
51155;WHO Regions;eur;European Region;2011;MUMPS;per 1,000,000 total population;38,8
51156;WHO Regions;eur;European Region;2011;POLIO;per 1,000,000 <15 population;0,0
51157;WHO Regions;eur;European Region;2011;NTETANUS;per 1000 live births;0,0
51158;WHO Regions;eur;European Region;2011;PERTUSSIS;per 1,000,000 total population;48,0
51159;WHO Regions;eur;European Region;2011;MEASLES;per 1,000,000 total population;43,1
51160;WHO Regions;eur;European Region;2011;JAPENC;per 1,000,000 total population;0,0
51161;WHO Regions;eur;European Region;2011;TTETANUS;per 1,000,000 total population;0,3
51162;WHO Regions;eur;European Region;2011;DIPHTHERIA;per 1,000,000 total population;0,0
51163;WHO Regions;eur;European Region;2011;RUBELLA;per 1,000,000 total population;13,7
51164;WHO Regions;eur;European Region;2011;YFEVER;per 1,000,000 total population;0,0
52167;WHO Regions;sear;South-East Asia Region;2011;NTETANUS;per 1000 live births;0,0
52168;WHO Regions;sear;South-East Asia Region;2011;CRS;per 10,000 live births;0,0
52169;WHO Regions;sear;South-East Asia Region;2011;MEASLES;per 1,000,000 total population;37,8
52170;WHO Regions;sear;South-East Asia Region;2011;YFEVER;per 1,000,000 total population;0,0
52171;WHO Regions;sear;South-East Asia Region;2011;RUBELLA;per 1,000,000 total population;16,7
52172;WHO Regions;sear;South-East Asia Region;2011;TTETANUS;per 1,000,000 total population;2,3
52173;WHO Regions;sear;South-East Asia Region;2011;PERTUSSIS;per 1,000,000 total population;23,3
52174;WHO Regions;sear;South-East Asia Region;2011;MUMPS;per 1,000,000 total population;357,0
52175;WHO Regions;sear;South-East Asia Region;2011;POLIO;per 1,000,000 <15 population;0,0
52176;WHO Regions;sear;South-East Asia Region;2011;JAPENC;per 1,000,000 total population;1,0
52177;WHO Regions;sear;South-East Asia Region;2011;DIPHTHERIA;per 1,000,000 total population;2,8
52589;WHO Regions;wpr;Western Pacific Region;2011;RUBELLA;per 1,000,000 total population;41,5
52590;WHO Regions;wpr;Western Pacific Region;2011;YFEVER;per 1,000,000 total population;0,0
52591;WHO Regions;wpr;Western Pacific Region;2011;PERTUSSIS;per 1,000,000 total population;30,2
52592;WHO Regions;wpr;Western Pacific Region;2011;MEASLES;per 1,000,000 total population;11,5
52593;WHO Regions;wpr;Western Pacific Region;2011;MUMPS;per 1,000,000 total population;375,3
52594;WHO Regions;wpr;Western Pacific Region;2011;JAPENC;per 1,000,000 total population;1,1
52595;WHO Regions;wpr;Western Pacific Region;2011;POLIO;per 1,000,000 <15 population;0,1
52596;WHO Regions;wpr;Western Pacific Region;2011;CRS;per 10,000 live births;0,6
52597;WHO Regions;wpr;Western Pacific Region;2011;NTETANUS;per 1000 live births;0,0
52598;WHO Regions;wpr;Western Pacific Region;2011;DIPHTHERIA;per 1,000,000 total population;0,0
52599;WHO Regions;wpr;Western Pacific Region;2011;TTETANUS;per 1,000,000 total population;4,4
52666;WHO Regions;afr;African Region;2012;POLIO;per 1,000,000 <15 population;0,4
52667;WHO Regions;afr;African Region;2012;MUMPS;per 1,000,000 total population;17,8
52668;WHO Regions;afr;African Region;2012;NTETANUS;per 1000 live births;0,1
52669;WHO Regions;afr;African Region;2012;JAPENC;per 1,000,000 total population;0,0
52670;WHO Regions;afr;African Region;2012;RUBELLA;per 1,000,000 total population;13,0
52671;WHO Regions;afr;African Region;2012;YFEVER;per 1,000,000 total population;0,3
52672;WHO Regions;afr;African Region;2012;DIPHTHERIA;per 1,000,000 total population;0,1
52673;WHO Regions;afr;African Region;2012;CRS;per 10,000 live births;0,1
52674;WHO Regions;afr;African Region;2012;TTETANUS;per 1,000,000 total population;6,4
52675;WHO Regions;afr;African Region;2012;MEASLES;per 1,000,000 total population;125,3
52676;WHO Regions;afr;African Region;2012;PERTUSSIS;per 1,000,000 total population;33,7
52699;WHO Regions;amr;Region of the Americas;2012;YFEVER;per 1,000,000 total population;0,0
52700;WHO Regions;amr;Region of the Americas;2012;JAPENC;per 1,000,000 total population;
